dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10
29,10,1938,24,595,2872,92,848,2616,58
48,342,7675,42,41,4558,85,906,9915,75
42,424,6993,1,196,9659,32,624,3615,68
15,344,7124,86,749,4222,50,106,4231,56
51,835,1163,32,844,1474,73,42,677,67
97,231,5475,22,628,7115,69,918,5559,19
48,304,382,4,498,9026,86,967,9021,64
10,187,9507,76,365,5174,33,391,4568,5
77,479,3570,1,807,2264,7,132,6522,66
46,429,724,53,952,8106,73,124,5490,65
78,467,9645,38,390,3870,32,417,5148,81
34,15,6219,16,554,8214,93,357,2799,3
70,723,4418,24,960,9128,21,135,1789,22
28,801,2426,96,706,9367,26,989,6419,11
53,535,7783,61,918,8559,26,879,2926,10
85,893,9736,92,53,5475,25,418,518,97
22,7,3206,7,99,4562,34,409,2544,33
23,630,6158,1,823,9202,62,415,8418,8
98,494,615,94,612,244,36,276,5267,92
9,323,38,89,550,758,27,161,9125,47
60,925,2442,14,986,7789,50,476,6395,73
7,308,5094,9,178,9114,11,481,3499,54
47,494,5240,85,762,5297,75,983,3617,4
75,564,3275,33,212,8597,25,917,9338,95
92,448,4688,76,837,8089,77,617,4448,81
28,666,1758,94,662,7646,82,791,5002,22
86,478,5335,50,709,8744,82,936,984,75
25,780,9543,60,253,8274,73,269,7956,15
36,213,4479,61,417,3728,74,50,5119,40
95,134,8146,2,413,212,60,584,9155,8
51,975,4538,85,746,3008,82,67,8824,93
37,410,4708,15,552,4380,95,63,4301,38
5,419,9065,58,495,2876,43,332,8222,40
7,578,3023,93,905,7029,24,176,7685,76
16,875,8952,52,733,1833,50,21,4464,66
75,311,155,27,333,4844,21,744,5029,66
61,593,6117,39,132,1978,28,131,1312,62
85,269,1777,42,967,7783,76,515,1185,76
77,384,5385,56,775,2895,27,105,5400,92
33,806,9021,97,854,9491,60,355,5077,82
18,18,8084,88,837,7962,13,606,2320,83
69,322,5362,97,974,8867,21,858,71,86
81,853,9930,36,234,5717,47,467,4783,31
99,686,8709,1,588,6083,73,264,2709,78
36,690,9208,13,554,9233,74,807,5594,40
37,497,722,82,743,8811,86,362,1111,95
14,192,8881,9,158,3165,98,850,1840,0
39,902,8462,78,851,6916,86,790,6889,23
8,988,1186,78,41,6555,10,731,3923,90
52,814,8182,37,103,1649,67,795,6309,21
69,262,7132,98,635,5000,48,932,4778,33
65,328,6259,35,108,7354,37,353,1304,62
79,372,2705,53,876,2623,69,487,5006,34
51,111,3813,48,3,9146,23,127,8949,96
0,223,1941,11,287,4179,29,788,4965,21
29,569,1026,90,223,414,90,332,8550,79
96,363,5633,58,345,5554,34,857,7617,94
0,753,4552,31,28,3382,5,343,8899,40
38,351,4522,41,348,6921,71,361,6925,45
15,951,428,14,922,3691,24,599,6883,92
16,79,2781,39,218,183,66,607,281,37
81,836,9067,7,958,6403,74,27,8329,45
21,929,7048,77,834,8252,7,159,7647,30
85,175,7845,29,367,591,40,20,9006,50
98,863,7784,14,534,5537,28,8,3693,99
30,165,6507,32,223,3123,31,555,6001,47
39,423,9018,59,203,4153,77,63,6418,46
26,850,2761,36,64,4541,91,48,5328,20
35,608,1341,0,851,4864,38,628,1189,52
3,412,3337,18,860,1379,1,594,9888,73
68,468,6864,88,121,8742,85,632,4111,37
24,631,6761,69,909,254,82,945,1363,86
94,676,1211,69,71,4474,22,998,2871,8
77,754,7047,4,375,8369,65,712,3351,26
29,646,2005,79,857,4896,50,313,2175,30
46,233,1963,39,676,8014,67,650,6425,50
11,79,7531,7,587,8451,21,106,359,87
26,460,4589,62,637,6213,38,397,8873,8
44,550,6863,12,537,5709,55,27,4731,33
87,510,8173,63,714,7197,68,165,931,96
62,763,6832,8,327,8995,11,283,1447,95
54,356,9918,60,543,8022,63,372,3043,30
29,145,1474,18,623,1525,20,835,4949,76
81,905,7713,35,890,5599,21,718,9833,82
13,183,7631,48,999,1132,7,903,7086,19
55,790,2858,19,734,4241,99,466,9298,26
18,598,2978,13,208,8945,25,707,4085,24
85,439,6356,90,535,1630,23,207,9470,62
25,999,429,42,277,2496,74,270,57,25
70,227,1138,56,887,1533,85,37,2597,57
91,416,350,33,657,1304,13,227,921,95
37,940,3917,7,438,2304,34,668,9916,20
68,617,6327,6,149,4629,24,367,8813,16
35,75,4751,64,186,4202,30,958,6557,21
17,211,6821,66,600,5747,97,348,8167,6
56,378,3481,8,888,2977,95,958,7545,91
77,929,8213,98,728,4479,49,877,353,7
22,901,5181,21,559,9302,32,683,8872,48
13,631,1951,87,303,4395,85,122,2204,44
95,905,7616,14,352,2876,85,226,976,83
68,713,5994,47,888,9276,50,145,6598,48
21,834,1968,13,184,7400,54,633,1392,43
27,165,6579,13,242,2038,5,355,8231,63
42,91,6411,15,617,6892,40,862,1261,77
75,846,3836,12,751,2212,20,562,3554,85
17,427,4450,27,690,9526,82,658,8091,53
99,766,7930,20,610,9630,57,840,1394,78
94,776,5695,32,115,5459,88,175,6640,29
76,195,1909,26,525,1260,3,764,8696,5
83,613,2007,72,14,5414,80,251,5697,90
35,881,1940,0,931,7564,97,105,3459,89
6,250,1678,98,539,6004,83,977,2986,66
22,413,59,90,162,6242,95,542,6024,70
33,997,9713,92,366,2985,47,362,6642,17
95,317,9038,57,276,238,1,947,1074,83
20,544,7822,39,526,1889,36,666,197,89
69,651,8332,78,782,9407,96,791,6196,18
79,118,1713,78,948,9732,82,782,9698,6
98,482,5918,22,443,8325,96,283,7579,6
46,703,6544,6,329,620,32,973,1280,31
52,587,5572,98,302,3578,74,435,9298,38
83,162,89,62,431,3779,54,160,1552,52
40,101,8103,78,209,944,41,921,3978,0
74,573,590,32,786,6461,10,494,3820,92
31,372,4320,96,783,6383,20,534,8737,1
13,656,7532,29,692,3921,71,41,7104,68
87,992,9198,0,863,3049,95,851,4721,45
94,289,7434,54,152,6820,64,878,7438,46
16,82,2151,46,499,8508,90,548,3665,95
24,444,8264,7,908,4952,2,247,2176,76
63,83,9284,77,599,695,32,530,8766,56
72,473,9325,30,910,8508,20,741,5365,87
85,61,8665,55,107,3854,62,955,7010,44
47,613,3191,0,735,2194,80,653,6873,32
34,745,5366,40,974,3700,59,336,2214,68
36,94,4578,43,986,358,77,434,4380,48
54,265,9081,34,402,9230,40,787,3234,63
16,433,1397,63,100,3029,36,133,5124,29
27,118,4316,52,293,560,42,206,4053,50
0,327,4821,50,698,2915,1,839,5282,42
52,819,7973,1,991,6122,86,226,1463,63
72,902,4556,76,792,9519,16,150,1195,95
54,937,3208,82,927,8936,57,661,643,71
60,312,179,55,166,7227,76,839,8254,0
12,672,7769,91,359,949,61,669,2555,31
46,949,1184,38,823,454,44,657,4158,88
63,238,2719,39,596,1690,67,369,5406,64
31,745,3612,38,104,5156,45,837,4841,7
27,981,2251,46,994,1037,79,954,8450,53
52,738,3827,39,917,9425,23,5,8927,62
30,950,5497,8,612,8987,50,846,6749,87
7,776,5235,29,266,2273,51,391,7067,79
71,172,3599,13,171,7341,82,976,1801,39
97,805,455,69,175,9689,84,594,643,7
86,146,6479,1,702,4729,62,37,9834,65
73,479,1053,88,13,6140,84,338,2523,91
24,353,8442,86,237,3749,8,476,8856,41
32,811,6922,83,565,4563,41,601,1329,77
67,317,2282,95,547,8503,48,296,7317,51
6,746,4973,74,699,8276,82,857,4510,62
96,908,143,17,389,4211,58,544,8834,58
65,725,4566,58,19,8211,33,147,3471,35
45,802,6657,46,166,6067,32,514,9388,13
95,48,3095,43,17,3748,57,696,6770,32
4,808,6179,61,160,7910,39,786,9563,34
16,566,65,8,821,6668,6,764,1874,19
75,718,9262,4,473,210,27,480,1634,66
51,398,7069,87,967,6396,68,291,4421,74
11,355,4452,52,934,1873,24,206,2091,7
61,95,4719,60,361,5484,94,177,5018,4
34,141,8073,4,343,9318,14,753,864,83
61,477,3375,91,175,2245,67,540,2428,34
20,442,2482,1,614,7479,26,719,9675,51
84,685,9745,90,143,2004,84,726,858,68
65,77,2842,58,552,8630,85,739,4963,87
52,539,2926,86,91,4041,59,421,8679,36
20,698,9529,12,723,4579,68,42,3598,91
14,610,9343,1,69,8803,93,597,1145,58
74,933,4860,94,410,4479,11,169,8220,84
73,551,9119,12,954,8792,55,288,9489,38
81,690,4107,76,297,2039,31,895,4930,55
22,481,3706,21,802,5885,2,765,3962,94
30,580,6820,7,573,9193,44,522,3054,88
53,983,3980,90,348,5353,4,944,8108,41
54,136,3977,19,195,511,80,992,4890,83
25,906,2189,1,210,4449,58,294,802,23
52,879,5019,48,846,2687,58,408,5840,81
65,275,9174,24,570,1870,75,178,1661,79
38,289,6302,65,310,4930,86,935,7227,51
6,742,5956,54,560,5381,4,871,4835,15
87,68,4143,77,122,9774,36,732,927,36
38,120,1051,84,541,1664,79,326,9613,22
31,160,754,51,687,3195,14,387,8756,41
25,155,7690,15,99,2555,85,686,6164,7
86,180,2255,41,55,9675,43,838,1785,58
77,675,4736,84,12,4161,25,895,9955,50
28,808,300,15,181,5048,37,223,9365,62
24,669,9452,90,524,4790,61,773,7926,1
55,238,2051,85,12,9847,29,510,9468,81
30,26,5250,89,783,8267,99,251,3423,8
65,177,1713,45,199,3748,67,944,4643,76
1,763,9471,85,26,8174,82,808,8040,61
86,650,4228,56,496,9261,26,402,8110,47
46,912,9922,94,914,7628,11,708,2987,83
74,633,3741,10,129,650,12,617,8482,88
28,689,3330,40,32,508,0,815,333,7
98,619,2411,18,537,980,53,92,7914,96
48,31,2572,3,714,5053,7,687,9056,77
72,22,9921,69,982,3017,23,684,2348,17
31,172,5020,16,209,8540,60,741,6556,69
29,529,2630,10,296,6167,58,418,3412,94
14,405,2467,52,251,1475,82,858,5500,5
61,27,7650,47,623,155,59,690,7905,12
77,816,3606,88,311,8892,97,25,1117,60
16,809,1286,23,690,5231,81,589,7164,69
21,270,9402,16,902,6567,16,408,5154,7
29,275,171,34,836,1609,38,344,4987,69
80,415,145,27,911,8552,70,829,73,56
15,470,5352,76,967,354,14,204,4361,11
51,567,6941,90,547,39,68,700,4981,31
7,455,9183,22,433,7652,61,365,2833,89
63,308,6455,13,472,2698,69,342,463,86
38,426,4617,26,758,7043,44,694,5153,72
30,849,9523,27,741,8813,13,69,5884,44
11,99,5874,62,997,7023,78,642,1531,25
32,882,77,66,565,8740,27,11,5706,97
57,764,4677,90,137,22,32,570,5673,77
11,86,5635,28,45,9343,27,754,1385,9
24,277,645,12,113,9008,91,432,4791,98
37,97,9937,33,891,2098,44,631,473,48
47,915,2091,95,440,4055,29,518,8228,28
81,994,7106,65,987,5537,8,504,3412,32
82,463,64,20,736,5149,79,168,8954,87
54,640,676,1,316,3668,32,140,808,77
2,107,1533,53,258,2416,82,606,8953,80
98,946,3683,68,722,5686,30,716,5635,12
68,568,428,40,164,1170,47,374,6696,90
34,41,3539,11,74,3807,19,610,8510,55
50,819,971,14,412,8104,10,388,1458,22
26,588,5124,17,478,3728,71,51,9213,35
36,478,6608,60,707,7156,58,862,2375,6
84,495,9119,3,496,8287,11,335,9939,74
15,793,7038,78,351,3637,13,792,8427,19
91,215,9859,86,575,1668,61,625,1569,42
24,987,5697,3,579,580,63,438,6217,75
32,958,1329,2,827,2875,4,17,8297,27
61,480,728,95,460,6054,76,586,2458,52
16,188,82,68,455,8774,15,517,2147,59
42,599,6610,63,820,8365,68,617,4220,55
29,113,429,90,726,4520,38,943,1285,5
40,957,3275,88,198,9752,15,428,2093,41
3,322,2020,81,575,2145,12,280,5406,83
65,956,5314,24,944,9998,82,496,795,32
59,557,6023,26,300,5287,14,773,6910,5
8,432,4726,71,762,4781,51,492,2538,9
30,894,6040,76,577,7848,47,218,8424,64
88,151,2258,60,83,4067,5,396,8197,70
99,45,877,12,308,8395,10,318,8283,34
68,638,793,72,782,5323,43,289,6010,48
23,500,1986,34,478,9589,11,440,8432,66
23,312,6535,14,715,4252,2,805,3019,70
92,71,8000,8,318,9930,66,371,4983,24
44,491,7390,52,791,1625,24,126,5218,75
94,909,9277,90,64,570,67,854,8475,2
36,897,4692,30,842,6385,83,736,4383,29
57,510,6053,96,124,2021,35,459,6425,56
82,133,1845,67,270,4427,46,560,4878,2
22,587,1050,92,478,4616,65,27,6543,61
34,60,4988,43,700,9402,52,575,4579,16
62,675,5752,27,725,1819,77,130,4987,9
5,345,8191,72,407,3500,2,161,6664,14
5,988,8258,71,671,3218,53,441,643,94
29,451,3983,58,575,3730,9,410,5520,87
0,29,1474,37,933,4867,99,973,5515,95
62,891,9278,61,425,2009,13,329,9733,96
7,47,3574,58,235,8208,5,649,2025,56
27,243,6475,93,320,2426,29,503,9193,49
88,783,552,26,250,8812,30,559,192,22
32,319,7904,59,377,3376,33,671,1804,54
52,631,2518,85,384,1956,39,271,5373,23
37,775,445,17,359,9343,18,961,4641,37
51,863,9994,20,516,4068,76,305,3837,82
77,418,7741,25,71,6129,60,906,2461,93
10,999,1655,14,638,5536,85,247,5378,36
1,23,8209,58,649,2418,65,967,2638,24
52,30,2698,81,616,5646,43,519,8220,31
93,620,9436,85,342,9156,95,839,8892,6
93,614,5463,72,62,2498,36,551,6691,44
67,161,1682,98,172,5939,91,71,5906,64
76,388,4947,55,271,4180,6,779,9546,24
6,397,6672,46,673,4879,67,915,3584,33
66,804,495,5,137,1167,90,107,3720,90
8,355,6795,33,653,4426,36,731,2837,0
77,80,6337,6,629,3049,17,984,2268,97
62,403,2484,38,390,8960,20,543,3994,28
10,832,9374,38,66,2114,52,898,3930,98
36,655,38,85,40,2064,16,441,792,20
13,874,1453,32,375,4223,25,489,8946,33
18,598,8226,4,643,6151,10,435,5454,59
7,138,5182,25,470,4306,89,685,4454,7
6,624,4824,31,967,6353,99,49,7437,50
58,67,740,23,207,1028,3,219,4162,38
62,367,1204,86,231,6649,47,810,9062,76
6,939,698,49,23,4787,69,316,7284,93
54,726,7142,20,20,3057,51,519,9627,75
2,350,7233,47,633,7580,46,264,7181,60
66,444,7351,90,913,172,32,840,6052,43
17,798,1006,57,81,7462,35,386,2390,15
44,836,9940,64,222,6037,30,779,928,75
96,730,369,64,37,8014,19,44,2576,1
91,220,5923,50,336,9907,80,943,1724,79
35,204,7136,16,288,5173,49,256,6248,61
15,492,7503,29,677,874,49,242,2014,9
78,482,3471,80,201,9894,92,172,2822,78
28,572,1868,64,324,1825,42,878,9269,2
58,392,6199,91,560,146,83,774,1253,34
17,817,7403,57,228,1962,23,927,7508,6
48,657,8051,5,470,5444,72,457,2840,79
45,508,6887,75,658,3429,81,115,2525,17
82,508,8892,42,669,7111,87,188,543,92
28,14,134,17,514,9983,41,388,3277,50
69,279,2904,13,902,1760,83,282,71,80
49,862,7613,92,117,6434,82,153,8298,72
54,756,3570,51,934,5793,78,603,4580,82
26,174,1320,52,276,6146,68,273,4541,76
6,710,249,26,294,7960,73,819,4396,25
90,712,7254,95,804,149,89,330,3541,85
82,634,4883,64,427,2637,40,342,317,36
80,463,815,69,440,5723,95,789,9714,68
40,801,7450,42,330,4050,17,524,842,22
10,479,9257,16,140,4820,69,606,2262,76
4,278,8841,92,693,5348,51,202,7668,39
65,502,5800,79,941,7044,42,77,5614,12
55,659,3970,12,164,247,35,170,5414,88
11,556,1466,74,223,4958,63,74,1915,90
41,118,4967,44,981,6676,35,363,7597,80
74,291,4419,23,13,284,87,594,4262,21
9,557,9354,5,328,2243,92,426,7400,91
27,904,4382,79,894,222,58,341,7947,59
6,269,8512,94,46,4899,99,574,3849,76
13,426,787,29,427,6897,31,536,3303,64
76,723,5579,45,728,6344,7,936,818,79
68,332,2809,90,594,2745,34,181,8562,67
60,444,596,88,492,160,49,836,1057,30
50,336,626,20,633,54,59,446,934,43
41,917,1056,76,776,6149,11,631,4297,70
7,644,504,56,317,2444,42,293,5128,62
49,611,2977,33,771,7243,70,529,5201,65
0,826,8369,29,931,4276,43,670,9601,13
68,799,7413,57,296,7812,87,425,4613,29
10,988,172,91,186,8013,7,428,2666,12
47,364,2911,79,923,489,60,947,4200,10
9,203,5038,94,501,2094,19,622,3827,85
14,546,2517,19,146,2393,24,464,4884,19
46,259,615,11,517,2541,79,1,9088,65
92,208,3771,69,394,731,38,202,4655,92
24,468,7680,71,879,6449,19,82,7482,10
5,337,5735,72,182,8135,37,252,4511,97
10,302,5172,53,798,5658,76,829,3088,63
16,102,8413,73,367,6167,84,205,3494,88
14,72,4235,43,148,7339,63,907,9891,22
15,77,9640,81,455,3758,7,171,9443,23
55,181,6618,85,513,7828,49,205,9658,89
65,501,1557,7,764,8375,54,986,4059,60
35,745,3761,85,278,4707,76,658,3160,0
82,443,5029,31,851,8154,32,900,5706,80
37,873,4228,45,48,7100,79,426,4279,2
84,562,3162,34,365,1685,92,920,8986,1
74,87,580,22,774,4306,37,707,5522,94
2,908,7973,2,479,7717,98,812,1689,42
97,162,294,40,795,6554,63,839,2053,24
17,271,9050,65,592,9144,87,683,4768,99
78,234,9450,96,363,4894,18,355,3394,40
88,67,2151,22,673,6876,88,247,4059,60
53,258,8959,83,258,6193,79,856,1040,48
78,481,537,98,772,2786,90,968,5919,62
93,61,2070,2,368,5298,99,142,1390,49
16,334,9378,88,848,5931,82,94,271,61
81,30,4536,86,253,548,56,769,7807,22
94,128,6873,90,440,8875,40,797,840,99
81,317,6488,41,170,630,98,835,6535,82
98,768,8674,96,102,397,52,345,6780,64
12,160,2238,93,956,7393,30,719,429,10
62,857,1881,17,730,8461,69,535,4058,44
13,500,7933,27,312,1364,2,909,764,37
58,681,5153,79,271,2183,95,957,1488,85
35,192,3806,55,853,4077,74,192,5883,65
17,143,2905,75,362,5716,83,519,669,80
4,420,3148,44,668,9297,54,717,4832,10
13,563,5915,28,376,9976,30,985,5385,49
24,241,6591,47,170,2284,98,920,5659,12
43,34,6868,28,498,2870,5,88,1087,54
38,71,3678,87,20,47,90,898,7772,99
11,686,3854,88,513,6523,43,834,2504,59
60,354,687,69,486,4750,16,938,7871,54
61,370,9556,58,633,7341,23,45,1725,34
52,129,2968,6,319,1065,86,160,3114,31
52,427,5542,49,419,2812,70,83,9218,79
27,436,7799,91,411,6319,37,991,3150,56
34,81,2447,43,721,3706,64,908,820,57
64,585,8894,84,274,8025,44,92,1971,73
2,649,3612,69,468,1102,92,226,4791,73
42,940,5118,76,724,5744,98,878,2938,38
49,331,1130,10,756,8969,79,386,7547,61
70,358,7065,10,37,1891,67,73,8059,98
8,185,8350,0,0,4345,28,196,2990,71
35,919,8912,98,241,2016,82,744,7526,30
22,277,1596,52,254,2160,64,324,4295,45
87,552,3585,61,644,4403,13,899,6762,91
73,516,3928,90,368,1784,30,593,9166,27
49,85,7769,39,288,1035,32,109,4512,25
54,643,742,54,192,9692,80,134,6161,60
11,744,6155,45,796,2966,86,310,7062,4
82,721,5723,32,223,4095,54,743,4373,66
31,221,3148,31,752,5736,98,831,2424,60
23,109,1154,76,835,8678,35,417,8006,0
85,992,6431,0,337,3211,60,815,9191,96
66,442,7693,38,622,3248,72,292,6037,90
26,21,8172,92,82,443,53,90,7335,31
60,571,1147,87,8,4598,72,924,8351,68
18,837,8820,12,305,5216,74,519,134,21
72,485,8871,52,94,2799,89,708,2168,74
50,877,8306,9,381,5958,73,767,3033,69
63,997,4507,21,185,8744,63,553,7516,84
76,371,8248,23,678,5952,89,541,6653,5
1,778,6945,22,275,8665,83,797,2901,80
35,173,8365,17,169,9441,71,390,8652,62
92,680,9405,74,704,6722,79,866,6032,57
10,134,3340,85,489,4858,75,743,6914,25
97,279,5387,62,82,9873,82,485,2982,38
67,135,9699,74,499,1847,86,406,3057,45
67,267,4020,14,461,4021,17,296,899,91
63,393,5172,95,211,793,97,647,3869,86
0,394,1846,87,928,2176,68,748,3273,79
88,915,2926,10,19,8060,38,296,5799,59
25,229,7283,43,951,6749,1,314,8271,44
10,43,5241,43,171,7528,62,631,570,92
86,534,9977,26,388,3985,63,698,5265,35
1,277,9217,20,755,6363,69,566,3311,32
82,684,6190,31,587,1238,79,206,7855,18
92,21,4655,15,589,9243,27,281,8575,3
39,38,3553,95,794,9419,53,488,5955,76
3,808,5466,68,507,2420,87,268,8643,85
79,55,7594,72,735,4776,75,657,7841,41
36,834,6594,53,887,6478,77,495,7481,85
60,123,6507,75,429,3509,2,148,4316,60
90,34,7520,22,278,2733,21,93,7248,53
4,271,6526,79,120,1754,80,345,4973,24
14,657,8753,6,733,6617,92,493,9215,61
86,396,5641,16,317,1028,56,6,806,99
66,21,9932,33,242,3703,19,504,5065,82
81,8,1210,59,551,9074,69,809,5547,43
25,581,9817,84,589,2001,78,604,7307,28
5,878,6168,24,362,932,30,389,3195,9
43,392,3552,17,854,2745,79,445,9185,92
57,17,4110,55,888,7444,85,567,6933,62
80,243,5849,50,768,4554,57,530,1362,62
45,236,9651,23,261,1464,65,870,7734,74
41,703,5181,58,433,5950,69,176,4852,20
47,736,3252,49,311,9966,85,255,9635,28
26,293,3033,91,880,6015,99,400,2218,48
19,50,620,42,162,5005,23,22,2131,21
69,825,9616,83,30,6540,65,629,8529,51
34,789,6237,26,121,5229,87,643,5898,50
75,864,1010,96,395,8686,9,276,2590,88
47,695,8937,59,191,6848,99,809,5481,45
66,619,5323,40,885,5643,80,644,3206,76
67,28,1251,86,74,8107,70,776,1137,38
51,694,6796,94,586,39,82,599,2418,91
67,632,9564,25,611,5795,76,883,5217,9
3,79,708,74,924,4458,65,303,3352,53
38,387,7735,0,621,8719,26,540,3569,92
20,163,6940,10,512,5445,15,314,5856,10
65,969,8683,60,215,223,19,162,9375,53
15,31,4438,98,109,5898,0,732,5777,11
6,223,8677,83,748,9085,2,328,7784,37
82,269,4024,70,868,7017,34,518,7316,52
96,723,7978,94,188,5715,27,118,349,72
8,785,407,72,784,7035,44,363,6086,24
16,962,7958,10,259,6804,4,838,1059,30
90,709,8166,85,123,1243,58,696,2311,37
96,977,6760,45,128,9617,27,69,7777,62
11,223,5067,60,757,6282,64,621,8601,2
56,648,9360,55,537,3303,14,784,6726,14
44,281,8927,32,337,7239,63,93,3449,39
10,876,6001,41,939,1776,44,174,7214,76
12,114,9766,3,961,276,50,963,5865,18
30,617,1793,0,552,3711,43,944,3689,95
76,943,8625,26,133,376,91,323,8790,32
25,274,9928,94,490,5893,78,140,1272,54
62,837,5698,94,989,4187,5,181,6440,91
30,129,4712,32,117,8836,13,663,7063,88
21,795,4195,82,385,656,46,295,5607,61
5,111,2734,92,345,7118,70,282,5461,90
19,211,6794,11,79,3983,15,367,1247,89
84,205,5414,46,438,7241,84,571,8728,21
9,992,7213,81,599,4394,37,873,1249,7
82,707,3902,90,813,6175,82,270,6088,14
34,948,38,51,244,4970,82,415,9335,57
25,987,4747,5,623,6072,98,775,123,65
70,228,9859,3,554,4366,89,621,1167,8
36,809,4338,35,652,2062,90,901,2268,81
7,797,5509,67,355,7573,13,505,8124,23
4,785,7862,35,507,3580,39,517,9870,24
43,124,4686,84,747,8548,17,560,4392,61
99,136,4238,69,813,4799,0,908,4996,29
91,262,9127,32,698,7241,67,863,1305,99
66,355,2995,81,439,6233,74,961,4315,42
71,820,7033,84,980,277,55,769,3388,49
78,507,75,12,265,5540,34,265,5250,56
90,206,2127,12,101,791,5,810,3806,16
48,986,8197,7,34,8348,67,292,1634,15
35,624,340,34,368,3229,83,721,6484,22
79,505,8180,42,853,1364,36,674,9341,73
25,644,908,12,748,6023,69,96,6403,51
44,554,7167,33,353,106,68,848,588,22
60,101,6506,67,586,7389,80,81,5751,22
43,452,9540,77,745,706,68,900,1987,69
3,213,6403,74,883,2535,41,805,9441,61
75,598,4290,65,966,825,89,719,1629,90
80,652,7703,79,808,2161,45,79,5709,64
57,325,1493,19,689,421,29,969,9949,14
25,942,2994,44,997,424,44,475,9438,27
94,492,9310,67,862,3052,1,58,9099,43
78,300,3470,31,34,2234,58,86,7327,81
97,873,5289,57,896,6889,90,475,890,38
28,353,3022,40,72,3724,71,377,1322,48
8,257,1167,52,773,7877,77,741,1871,95
77,392,8191,11,412,80,72,576,3931,87
35,661,6936,15,487,7560,99,517,6591,44
3,985,8044,40,732,1849,98,858,6690,21
58,403,5736,55,881,2821,62,855,1477,78
36,841,35,12,265,5800,69,918,5956,13
87,852,679,20,469,4673,17,462,8572,9
80,764,5065,6,761,8106,27,165,543,9
12,187,1475,79,284,9075,89,53,790,90
19,650,9411,19,649,4521,99,327,8730,75
16,628,3311,31,51,2695,51,109,4041,97
50,359,500,4,152,1062,19,254,1256,96
90,276,5203,53,241,38,61,597,8033,86
54,721,6818,37,663,3352,75,760,7051,49
32,705,5834,63,982,45,39,202,6061,48
20,564,3101,57,243,411,0,657,2399,0
80,483,4917,84,260,1304,17,455,6679,97
21,732,3436,65,875,8578,72,266,3663,4
24,369,8653,96,167,4169,30,806,4461,63
66,661,5829,48,627,5347,99,194,2802,53
90,335,8771,80,474,5081,23,448,9675,85
90,791,3941,81,113,3772,12,792,8099,8
11,705,62,47,22,3694,55,329,9484,20
14,350,6894,80,421,8637,15,620,8911,60
83,153,2557,36,449,2372,48,235,4992,12
85,198,5375,64,588,6387,10,997,8386,78
1,931,5501,93,90,5963,63,703,57,39
3,804,1499,98,273,2319,51,936,378,83
44,145,5106,5,247,7423,45,228,7107,72
12,154,4262,61,391,5168,83,585,2522,17
54,733,4233,10,868,5490,81,546,2998,27
31,73,8440,82,262,9275,89,890,4557,11
21,744,1963,54,527,9954,99,262,622,89
88,94,317,78,316,9541,50,554,40,46
90,335,1244,7,17,3053,68,940,2909,66
54,274,5189,99,190,527,92,425,9132,59
16,313,9675,57,255,595,48,428,6496,43
69,496,4115,27,847,7285,23,281,4566,71
50,291,2864,48,298,9401,17,408,1765,17
79,672,6189,64,754,9894,7,429,8263,96
7,828,7597,11,989,455,90,600,438,27
60,901,2799,85,77,3574,35,523,7000,24
96,79,633,26,781,5254,54,413,225,34
9,108,2447,65,911,4677,57,593,1693,81
97,515,1642,47,228,1678,77,844,1428,59
18,123,548,18,980,9724,37,264,8539,58
